COMM,CODE,SPEC,COMM_FR,STACAC_CODE
SEMISUBERIES CRIBROSA,8633,SEMISUBERIES CRIBROSA,,
HYMEDESMIA PAUPERTAS,8634,HYMEDESMIA PAUPERTAS,,
ARTEMISINA ARCIGERA,8635,ARTEMISINA ARCIGERA,,
MYCALE SP.,8636,MYCALE SP.,,
MYXILLA INCRUSTANS,8637,MYXILLA INCRUSTANS,,
TEDANIA SUCTORIA,8638,TEDANIA SUCTORIA,,
POLYMASTIA GRIMALDII,8639,POLYMASTIA GRIMALDII,,
POLYMASTIA THIELEI,8640,POLYMASTIA THIELEI,,
POLYMASTIA UBERRIMA,8641,POLYMASTIA UBERRIMA,,
WEBERELLA BURSA,8642,WEBERELLA BURSA,,
SPHAEROTYLUS CAPITATUS,8643,SPHAEROTYLUS CAPITATUS,,
HALICHONDRIA BOWERBANKI,8644,HALICHONDRIA BOWERBANKI,,
HYMENIACIDON SP.,8645,HYMENIACIDON SP.,,
SPONGOSORITES SP.,8646,SPONGOSORITES SP.,,
STYLOCORDYLA BOREALIS ,8647,STYLOCORDYLA BOREALIS ,,
PLICATELLOPSIS BOWERBANKI,8648,PLICATELLOPSIS BOWERBANKI,,
PSEUDOSUBERITES MONTINIGER,8649,PSEUDOSUBERITES MONTINIGER,,
TETHYA NORVEGICA,8650,TETHYA NORVEGICA,,
CRANIELLA POLYURA,8651,CRANIELLA POLYURA,,
RED BEARD SPONGE,8652,CLATHRIA PROLIFERA,,
BORING SPONGE,8653,CLIONA CELATA,CLIONE JAUNE,
SIPHONOPHORA O.,8700,SIPHONOPHORA O.,,
UNID REMAINS;DIGESTED,9000,UNID REMAINS;DIGESTED,Restes non identifiÇ / pourri,
UNID FISH AND INVERTEBRATES,9001,UNID FISH AND INVERTEBRATES,Poisson ou invertÇbrÇ non identifiÇ,
UNID FISH AND REMAINS,9002,UNID FISH AND REMAINS,,
UNID FISH AND EGGS,9003,UNID FISH AND EGGS,,
MUCUS,9100,MUCUS,,
STONES AND ROCKS,9200,STONES AND ROCKS,,
SEAWEED;(ALGAE);KELP,9300,THALLOPHYTA C.,GÇomon; algues; varech,
BROWN ROCKWEED,9301,FUCUS SP.,,
SEA LETTUCE,9302,ULVA SP.,,
BROWN SEAWEEDS,9303,PHAEOPHYCEAE C.,,
RED SEAWEEDS,9304,RHODOPHYCEAE,Algues rouges,
EEL GRASS,9305,ZOSTERA MARINA,,
SOUR WEED (UNSPECIFIED),9306,DESMARESTIA SPP,,
SOUR WEED,9307,DESMARESTIA VIRIDIS,,
SOUR WEED,9308,DESMARESTIA ACULEATA,,
SHOELACE,9309,CHORDA FILUM,,
SHOELACE (BRANCHED),9310,CHORDARIA FLAGELLIFORMIS,,
MONKEY FUR,9311,STYPOCAULON SCOPARIA,,
RIBBON WEED,9312,PUNCTARIA SPP.,,
SEA POTATO,9313,LEATHESIA DIFFORMIS,,
ROUGH HOLLOW WEED,9314,ASPEROCOCCUS SPP.,,
FALSE SOUR WEED,9315,DICTYOSIPHON FOENICULACEUS,,
ECTOCARPUS SPP.,9316,ECTOCARPUS SPP.,,
ELACHISTA FUCICOLA,9317,ELACHISTA FUCICOLA,,
PILAYELLA LITTORALIS,9318,PILAYELLA LITTORALIS,,
SAUSAGE WEED,9319,SCYTOSIPHON LOMENTARIA,,
SPHAEROTRICHIA DIVARICATA,9320,SPHAEROTRICHIA DIVARICATA,,
LASAGNA KELP,9321,LAMINARIA LONGICRURIS,,
HORSETAIL KELP,9322,LAMINARIA DIGITATA,,
SEA WHIP KELP,9323,ALARIA ESCULENTA,,
PIGSKIN KELP,9324,SACCORHIZA DERMATODEA,,
SEA COLANDER/ HOLEY KELP,9325,AGARUM CRIBROSUM,,
RALFSIA VERRUCOSA,9326,RALFSIA VERRUCOSA,,
BLADDER WRACK,9327,FUCUS VESICULOSUS,,
ROCK WEED,9328,FUCUS DISTICHUS,,
ROCK WEED,9329,FUCUS SPIRALIS,,
TOOTHED WRACK,9330,FUCUS SERRATUS,,
KNOTTED WRACK,9331,ASCOPHYLLUM NODOSUM,,
IRISH MOSS,9332,CHONDRUS CRISPUS,,
WIREWEED/FOOFOO,9333,FURCELLARIA LUMBRICALIS,,
DULSE,9334,PALMARIA PALMATA,,
NORI (LAVER),9335,PORPHYRA UMBILICALIS,,
SEA OAK,9336,PHYCODRYS RUBENS,,
RED FERN,9337,PTILOTA SERRATA,,
CORAL WEED,9338,CORALLINA OFFICINALIS,,
BANDED WEED,9339,CERAMIUM SP.,,
BUSHY RED WEED,9340,CYSTOCLONIUM PURPUREUM,,
RED FILAMENTOUS,9341,POLYSIPHONIA SP.,,
ROCKWEED EPIPHYTE,9342,POLYSIPHONIA LANOSA,,
FALSE OR DEAD MOSS,9343,PHYLLOPHORA PSEUDOCERANOIDES,,
WIREWEED,9344,POLYIDES ROTUNDUS,,
WIREWEED,9345,AHNFELTIA PLICATA,,
IRISH MOSS (SIMILAR),9346,IRISH MOSS (SIMILAR),,
GRACEFUL RED WEED,9347,GRACILARIA SPP.,,
BONNEMAISONIA HAMIFERA,9348,BONNEMAISONIA HAMIFERA,,
ANTITHAMNION CRUCIATUM,9349,ANTITHAMNION CRUCIATUM,,
CALLITHAMNION BAILEYI,9350,CALLITHAMNION BAILEYI,,
CALLITHAMNION TETRAGONUM,9351,CALLITHAMNION TETRAGONUM,,
GLOIOSIPHONIA SPP.,9352,GLOIOSIPHONIA SPP.,,
CHENILLE WEED,9353,DASYA BAILLOUVIANA,,
PLUMARIA PLUMOSA,9354,PLUMARIA PLUMOSA,,
TUBED WEEDS,9355,POLYSIPHONIA SPP.,,
RHODOMELA CONFERVOIDES,9356,RHODOMELA CONFERVOIDES,,
SPERMOTHAMNION SPP.,9357,SPERMOTHAMNION SPP.,,
STYLONEMA ALSIDII,9358,STYLONEMA ALSIDII,,
LITHOPHYLLUM SPP.,9359,LITHOPHYLLUM SPP.,,
LITHOTHAMNIUM SPP.,9360,LITHOTHAMNIUM SPP.,LITHOTHAMNIUM SPP.,
MERMAIDS HAIR,9361,CLADOPHORA,,
HOLLOW GREEN WEED,9362,ENTEROMORPHA SP.,,
GREEN THREAD,9363,CHAETOMORPHA AEREA,,
DEAD MANS FINGERS; OYSTER THIEF (GREEN FLEECE),9364,CODIUM FRAGILE,,
GOMONTIA POLYRHIZA,9365,GOMONTIA POLYRHIZA,,
SEA LETTUCE (UNSPECIED),9366,MONOSTRTOMA SPP.,,
SEA LETTUCE,9367,MONOSTROMA GREVILLEI,,
SEA LETTUCE,9368,MONOSTROMA OXYSPERMUM,,
RHIZOCLONIUM SPP.,9369,RHIZOCLONIUM SPP.,,
SPONGOMORPHA AERUGINOSA,9370,SPONGOMORPHA AERUGINOSA,,
PRASIOLA STIPITATA,9371,PRASIOLA STIPITATA,,
FOREIGN ARTICLES;GARBAGE,9400,FOREIGN ARTICLES;GARBAGE,DÇchets / RÇsidus domestiques,
LAND INSECTS,9405,INSECTA C.,,
DIPTERA O.,9406,DIPTERA O.,,
G.LAND BIRD,9410,AVES C.,,
TORTOISES AND SEA GOING TURTLES,9430,CHELONIA O.,,
GREEN SEA TURTLE,9431,CHELONIA MYDAS,,
HAWKSBILL SEA TURTLE,9432,ERETMOCHELYS IMBRICATA,,
KEMPS RIDLEY  SEA TURTLE,9433,LEPODOCHELYS KEMPII,,
OLIVE RIDLEY  SEA TURTLE,9434,LEPODOCHELYS OLIVACEA,,
LEATHERBACK SEA TURTLE,9435,DEMOCHELYS CORIAVEA,,
LOGGERHEAD SEA TURTLE,9436,CARETTA CARETTA,,
HARD SHELL SEA TURTLE NS,9437,CHELONIDAE NS,,
NORTHERN GANNET,9450,MORUS BASSANUS,,
HERRING GULL,9451,LARUS ARGENTATUS,,
PARASITIC JAEGER,9452,STERCORARIUS PARASITICUS,,
RED-NECKED PHALAROPE,9453,PHALAROPUS LOBATUS,,
RING-BILLED GULL,9454,LARUS DELAWARENSIS,,
GREAT BLACK-BACKED GULL,9455,LARUS MARINUS,,
YELLOW-LEGGED GULL,9456,LARUS CACHINNANS,,
LESSER BLACK-BACKED GULL,9457,LARUS FUSCUS,,
COMMON BLACK-HEADED GULL,9458,LARUS RIDIBUNDUS,,
LAUGHING GULL,9460,LARUS ATRICILLA,,
LITTLE GULL,9462,LARUS MINUTUS,,
IVORY GULL,9463,PAGOPHILA EBURNEA,,
BLACK-LEGGED KITTIWAKE,9466,RISSA TRIDACTYLA,,
BLACK TERN,9467,CHLIDONIAS NIGER,,
CASPIAN TERN,9468,STERNA CASPIA,,
ROYAL TERN,9469,STERNA MAXIMA,,
SANDWICH TERN,9470,STERNA SANDVICENSIS,,
COMMON TERN,9471,STERNA HIRUNDO,,
ARCTIC TERN,9472,STERNA PARADISAEA,,
BRIDLED TERN,9474,STERNA ANAETHETUS,,
LEAST TERN,9475,STERNA ANTILLARUM,,
RAZORBILL,9476,ALCA TORDA,,
DOUBLE-CRESTED CORMORANT,9477,PHALACROCORAX AURITIUS,,
GREAT CORMORANT,9478,PHALACROCORAX CARBO,,
DOVEKIE,9479,ALLE ALLE,,
COMMON MURRE,9480,URIA AALGE,,
THICK-BILLED MURRE,9481,URIA LOMVIA,,
BLACK GUILLEMOT,9483,CEPPHUS GRYLLE,,
MARBLED MURRELET,9484,BRACHYRAMPHUSMARMORATUS,,
ATLANTIC PUFFIN,9485,FRATERCULA ARCTICA,,
NORTHERN FULMAR,9486,FULMARUS GLACIALIS,,
GREATER SHEARWATER,9488,PUFFINUS GRAVIS,,
SOOTY SHEARWATER,9489,PUFFINUS GRISEUS,,
MANX SHEARWATER,9490,PUFFINUS PUFFINUS,,
COMMON EIDER,9493,SOMATERIA MOLLISSIMA,,
KING EIDER,9494,SOMATERIA SPECTABILIS,,
HARLEQUIN DUCK,9495,HISTRIONICUS HISTRIONICUS,,
MUD,9500,MUD,,
BAIT,9510,BAIT,,
BAIT; SQUID,9511,BAIT; SQUID,,
BAIT; HERRING,9512,BAIT; HERRING,,
BAIT; MACKEREL,9513,BAIT; MACKEREL,,
BAIT; REDFISH,9514,BAIT; REDFISH,,
WATER,9600,WATER,,
INORGANIC DEBRIS,9620,INORGANIC DEBRIS,,
ORGANIC DEBRIS,9630,ORGANIC DEBRIS,Bois,
FLUID,9650,FLUID,,
SAND,9700,SAND,,
OIL(CRUDE),9800,OIL(CRUDE),,
FIRST UNIDENTIFIED PER SET,9991,UNIDENTIFIED,,
SECOND UNIDENTIFIED PER SET,9992,UNIDENTIFIED,,
THIRD UNIDENTIFIED PER SET,9993,UNIDENTIFIED,,
FOURTH UNIDENTIFIED PER SET,9994,UNIDENTIFIED,,
FIFTH UNIDENTIFIED PER SET,9995,UNIDENTIFIED,,
SIXTH UNIDENTIFIED PER SET,9996,UNIDENTIFIED,,
SEVENTH UNIDENTIFIED PER SET,9997,UNIDENTIFIED,,
EIGHTH UNIDENTIFIED PER SET,9998,UNIDENTIFIED,,
NINTH UNIDENTIFIED PER SET,9999,UNIDENTIFIED,,
